track_id,track_name,track_artist,lyrics,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language
5wra0GAJGrDoUEGTXEPYHR,no importa,Alaina Castillo,"NA Yo sé lo que piensa to' el mundo Y no me voy a preocupar No quieren que tú y yo estemos juntos Pero ellos no saben la verdad Si supieran lo que yo siento por ti Si supieran lo que tú sientes por mí Y dirán lo que quieran decir Pero nunca lo' vamo' a oír Te lo digo, baby No importa lo que digan Lo que piensen no me molesta Yo no escucho tonterías Si están en contra no me interesa Estamos en las nubes Les guste o no les guste No importa lo que digan Si tú me quieres y yo te quiero Ven, ven, escúchame Que tú ya me tiene' redondita a tus pies Ven, ven, abrázame Que juntito aquí a mi lado te quiero tener Yo sé lo que tenemo' es peligroso Pero mientra' más peligro más lo gozo La química nos habla con los ojos Y dirán lo que quieran decir Pero nunca lo vamo' a oír Te lo digo, baby No importa lo que digan Lo que piensen no me molesta Yo no escucho tonterías Si están en contra no me interesa Estamos en las nubes Les guste o no les guste No importa lo que digan Si tú me quieres y yo te quiero Si tú me quieres y yo te quiero (Baby, no) Si tú me quieres y yo te quiero (Baby, estoy aquí para ti) Si tú me quieres y yo te quiero Si tú me quieres y yo te quiero No importa lo que digan Lo que piensen no me molesta Yo no escucho tonterías Si están en contra no me interesa Estamos en las nubes Les guste o no les guste No importa lo que digan (Escúchame papi)",25,3TXRdkJOU0kMjzTfuO3osO,antisocial butterfly,2019-11-15,Latin Pop VIP,37i9dQZF1DX1QnNyJOBQBv,latin,latin pop,0.515,0.675,8.0,-5.158,1.0,0.256,0.4370000000000001,0.0,0.0886,0.34600000000000003,89.905,152852.0,es
6ILsOdeN5cv3M0tp0ootWF,Painkiller (feat. Meghan Trainor),Jason Derulo,"M Train, Jason Derulo, true I thought my heart might break 'cause slowly this kills Not everyone needs space (Oh no) You what the doctor gave, I swallowed the pill I never loved this way (Oh no) You pick me up and get me higher (Higher) You fill my cup with desire Baby, I'm back now, feeling how I used to feel You got me back now, stick around, this is for reals You put it do-do-do-down, my painkiller You put it do-do-do-down, my painkiller Baby, I'm back now, feeling how I used to feel You got me back now, stick around, this is for reals You put it down You put it down I had to turn the page to get here to you Love how you numb my pain (Oh yeah) But all the nurses say, ""Beware of the juice That makes you go insane"" (Oh yeah) You pick me up and get me higher (Higher) You fill my cup with desire Baby, I'm back now, feeling how I used to feel You got me back now, stick around, this is for reals You put it do-do-do-down, my painkiller You put it do-do-do-down, my painkiller Baby, I'm back now, feeling how I used to feel (Feel) You got me back now, stick around, this is for reals You put it down (Yeah, yeah, hey) You put it down (Yeah, yeah, yeah, yeah) You put it down (Hey, hey, hey, oh yeah, check this out) I'm 'bout to kiss it, make it better, kiss and make it better, babe Kiss and make it better, kiss and make it better, babe I'ma kiss it, make it better, kiss and make it better, babe Ooh, kiss and make it better, kiss and make it better, babe You the best, you the best, you the best, you the best, oh You the best, you the best, you the best, right now, I know Baby, I'm back Baby, I'm back Baby, I'm back now, feeling how I used to feel You got me back now, stick around, this is for reals (You got me back now) You put it do-do-do-down, my painkiller (Painkiller, hey) You put it do-do-do-down, my painkiller Baby, I'm back now, feeling how I used to feel (Ooh, ha) You got me back now, stick around, this is for reals (This is for reals) You put it down (You put it down, baby, yeah) You put it down, hey You put it down, hey My painkiller You put it down, ha, yeah My painkiller, yeah You put it down Ooh, freestyling shit, uh",51,59eUYETmE1zi31ESb3SUkI,Everything Is 4,2015-05-29,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.7390000000000001,0.703,4.0,-5.897,0.0,0.0359,0.0123,0.0,0.53,0.561,128.041,203600.0,en
5he7AYCR3MGloRnuWEMroT,This Picture,Placebo,I hold an image of the ashtray girl Of cigarette burns on my chest I wrote a poem that described her world And put our friendship to the test And late at night Whilst on all fours She used to watch me kiss the floor What's wrong with this picture? What's wrong with this picture? Farewell the ashtray girl Forbidden snowflake Beware this troubled world Watch out for earthquakes Goodbye to open sores To broken semaphore You know we miss her We miss her picture Sometimes it's fated Disintegrated For fear of growing old Sometimes it's fated Assassinated For fear of growing old Farewell the ashtray girl Angelic fruitcake Beware this troubled world Control your intake Goodbye to open sores Goodbye and furthermore You know we miss her We miss her picture Hang on Though we try It's gone Hang on Though we try It's gone Can't stop growing old (x5),59,4fUDor6o5gw0b18iYKEaRq,Sleeping With Ghosts,2003-03-24,Permanent Wave,5glAD13obyL0G9SH9ukBz2,rock,permanent wave,0.462,0.91,1.0,-7.198,1.0,0.0359,8.58e-05,0.0469,0.0863,0.616,155.69,214907.0,en
2L6orAlH8tBhiFTumIfMyF,Call on Me - Ryan Riback Remix,Starley,"When you're low And your knees can't rise You feel helpless And you're looking to the sky Some people would say To accept defeat Well, if this is fate then we'll find a way to cheat Cause, oh, oh, oh, oh, we'll say a little prayer But, oh, oh, oh, oh, if the answer isn't fair You know you can call on me When you need somebody You know you can call on me When you can't stop the tears from falling down, d-down You know you can call on me Call on me, darling You know you can call on me You can't stop the tears from falling down When you're weary And the road is dark And I'll guide you With the beating of my heart And if the cavalry And the help don't come Well, then we'll find a way To dodge a smoking gun Cause, oh, oh, oh, oh, we'll say a little prayer But, oh, oh, oh, oh, if the answer isn't fair (then call on me) You know you can call on me When you need somebody You know you can call on me When you can't stop the tears from falling down, d-down You know you can call on me Call on me, darling You know you can call on me You can't stop the tears from falling down When you're, you need someone (Just call on me) You need somebody to cling to (Call on me) When you're, you need someone (Just call on me) You need somebody to dry your tears When you're, you need someone (You can call me) You need somebody to cling to (Just call on me) Just call on me, love (Just call on me) Just call on me, love (Call on me) Just call on me, love (Just call on me) Just call on me, love (Call on me) Just call on me, love, on me When you're low And your knees can't rise You feel helpless And you're looking to the sky Some people would say To accept defeat Well, if this is fate then we'll find a way to cheat Cause, oh, oh, oh, oh, we'll say a little prayer But, oh, oh, oh, oh, if the answer isn't fair You know you can call on me When you need somebody You know you can call on me When you can't stop the tears from falling down, d-down You know you can call on me Call on me, darling You know you can call on me You can't stop the tears from falling down When you're weary And the road is dark And I'll guide you With the beating of my heart And if the cavalry And the help don't come Well, then we'll find a way To dodge a smoking gun Cause, oh, oh, oh, oh, we'll say a little prayer But, oh, oh, oh, oh, if the answer isn't fair (then call on me) You know you can call on me When you need somebody You know you can call on me When you can't stop the tears from falling down, d-down You know you can call on me Call on me, darling You know you can call on me You can't stop the tears from falling down When you're, you need someone (Just call on me) You need somebody to cling to (Call on me) When you're, you need someone (Just call on me) You need somebody to dry your tears When you're, you need someone (You can call me) You need somebody to cling to (Just call on me) Just call on me, love (Just call on me) Just call on me, love (Call on me) Just call on me, love (Just call on me) Just call on me, love (Call on me) Just call on me, love, on me",68,5G7go9EeotMk9RfLETBDgJ,Call On Me (Remixes),2016-10-18,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.67,0.838,0.0,-4.0310000000000015,1.0,0.0362,0.0604,0.000611,0.159,0.7170000000000001,104.998,222041.0,en
7zU9pcTnh6Q4nBnrg47Xz0,"Bubble Butt (feat. Bruno Mars, 2 Chainz, Tyga & Mystic) - Radio Mix",Major Lazer,"Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Turn around, stick it out, show the world you got a Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Turn around, stick it out, show the world you got a Drop it low, put it in the dirt Sex drive, put it in reverse Killed her ass, put it in a hearse Then I drove off and put it in the dirt Drop it low, put in the dirt Take your top off, turn into a vert Bubble butt, busted in her throat Smoking bubble kush wearing a bubble coat Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Turn around, stick it out, show the world you got a Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Turn around, stick it out, show the world you got a Wind, go down, turn and flick it A girl like me know how fi handle di wicket One bat, two balls, swing it like cricket Pull me locks, slap my ass, make me show you how me wicked Baby, baby, mek me tell you 'bout the body, yah Make you vibrate like a Nokia When me whine and bruk off that buddy, yah Uh-huh, even kartel a happy, yah Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Turn around, stick it out, show the world you got a Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Turn around, stick it out, show the world you got a I had a cute thing, buenas noches By the end of the night my knees are now on your chest Fuck me bad, let me in, a cardic arrest Make me come, make me come Come, we know you are the best Who's bad? Let me wind up on your cock Tick-tock-tick, riding the clock Beat it, beat it, beat it bad, let me show you what I've got I ain't Snoop Dogg, but I'mma drop it like it's hot Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Turn around, stick it out, show the world you got a Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Turn around, stick it out, show the world you got a OK, open up your Bubba Gump, let me see your bumper The booty so smooth, can't believe it's not butter I go in from under, she wetter than a surfer I ate the pussy fast, I'm about to start burping I burp, burp and re-lick the bottom of the surface I loaded my clip in and told her, ""Don't get nervous"" I'm a Bang Bang Chiddy Bang, bang, bang killer Nipple tit clit licker, ball like a dribble Put you in a pickle, nibble on my dickle Why you tripping? I'm a crazy individual Never do minimum, drive Benz, Bentley too Damn, bitch, talk much? I don't want interviews I'm trying to get into you (into you) then make you my enemy Not playing, got the bitch mad Me don't like flat screen ass, I need a 3D Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Turn around, stick it out, show the world you got a Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Bubble butt, bubble, bubble, bubble butt Turn around, stick it out, show the world you got a",0,18w3FsBQO332yxJpQvSWXh,"Bubble Butt (Remix) (feat. Bruno Mars, 2 Chainz, Tyga & Mystic)",2013-05-31,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,0.799,0.605,7.0,-10.011,1.0,0.286,0.00845,0.0143,0.485,0.368,194.055,207843.0,en
5Lhlma8CbXwj3ptne7H6DF,Se Supone,Lucah,"¿Dónde estas? ¿Cómo te ha ido? Aquí la vida sigue igual Las fotos que tenía contigo, siguen Estando en el mismo lugar Te extraño por eso te escribo Espero no lo tomes mal Perdóname es que aún no consigo Después de meses poderte olvidar Y es que el corazón no pone de su parte Se rehúsa siempre a dejar de amarte Se supone que no debería soñar con tus Labios pidiéndome un beso más Debería prohibirme pensar y pensar que Pronto a mis brazos volverás Se supone que el tiempo me iba a Ayudar a dejar de una vez tu recuerdo en paz Se supone que ya debería avanzar Porque alguien ya está en mi lugar Como ves fue mentira y te quiero todavía Te juro que ya lo he intentado Pero nada me hace bien Por más que aquí pasan los años sigues Teniéndome ahí a tus pies Y es que el corazón no pone de su parte Se rehúsa siempre a dejar de amarte Se supone que no debería soñar con tus Labios pidiéndome un beso más Debería prohibirme pensar y pensar que Pronto a mis brazos volverás Se supone que el tiempo me iba a Ayudar a dejar de una vez tu recuerdo en paz Se supone que ya debería avanzar Porque alguien ya está en mi lugar Como ves fue mentira y te quiero todavía Se supone que el tiempo me iba a Ayudar a dejar de una vez tu recuerdo en paz Se supone que ya debería avanzar Porque alguien ya está en mi lugar Como ves fue mentira y te quiero todavía",54,3G0nsurU2QSdw4439JcbhT,Se Supone,2019-02-08,Exitos 2020 - Latin Billboard,0k2IDDkcVyIpIgE6d1woDM,latin,latin pop,0.653,0.335,0.0,-10.268,1.0,0.0302,0.442,0.0,0.111,0.146,120.05,246147.0,es
4DTLlMqz8grnPEQZL0DzfE,Summertime,Sam Cooke,It's summertime and the living is easy Fish are jumping and the cotton is high Your daddy's rich and your mama's good looking Hush little baby Don't you cry Hmmmm.... One of these mornings you're gonna rise up singing You spread your wings and take to the sky But until that morning there is nothing can harm you.... With your daddy and mommy standing by They are standing by Hmmmm...,0,2o79MAXD7xbq0E1SEugdeC,Portrait of a Legend (Remastered),2003,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,0.647,0.328,6.0,-12.065,0.0,0.0323,0.737,1.3699999999999998e-05,0.13,0.395,120.73,140307.0,en
5bpaHLJ08GNBKW35ZfCYJy,Hello Sunshine,Bruce Springsteen,"Had enough of heartbreak and pain I had a little sweet spot for the rain For the rain and skies of grey Hello sunshine, won't you stay? You know I always liked my walking shoes But you can get a little too fond of the blues You walk too far, you walk away Hello sunshine, won't you stay? You know I always loved a lonely town Those empty streets, no one around You fall in love with lonely, you end up that way Hello sunshine, won't you stay? You know I always liked that empty road No place to be and miles to go But miles to go is miles away Hello sunshine, won't you stay? And miles to go is miles away Hello sunshine, won't you stay? Hello sunshine, won't you stay? Hello sunshine",56,6BhqPpIgY83rqoZ2L78Lte,Western Stars,2019-06-14,Classic Rock Now,37i9dQZF1DX0fWtUuB7bFE,rock,classic rock,0.546,0.438,2.0,-10.29,1.0,0.032,0.438,0.0443,0.192,0.274,120.022,234240.0,en
63tg0BOsXkohsjx3B87ui6,Back on the Road Again,REO Speedwagon,"Please don't hate me mama for what I'm about to do But the good times we've had together are just about now through Please don't misunderstand me, I hate to see you cry But I think that it might look better if I told you now goodbye I'm back on the road again, it's time I leave you now And maybe I'll see you next time, that I'm around Until then I hope your happy baby and good times come your way I'm back on the road again, I'm on my way Well I've loved you since the day I met you and I'll love you till the day I die But we both know the life I'm livin and we both know the reason why That I've got to leave ya mama and I've got to leave today But you know that I'll see you next time that I come through your town to play I'm back on the road again, it's time I leave you now And maybe I'll see you next time, that I'm around Until then I hope your happy baby and good times come your way I'm back on the road again, I'm on my way Oh, bye-bye baby I'm back on the road again, it's time I leave you now And maybe I'll see you next time, that I'm around Until then I hope your happy baby and good times come your way I'm back on the road again, I'm on my way",40,3Fl6azxdrXD55nmaBmSMbn,The Essential REO Speedwagon,2004,Supernatural Classic Rock,6oghIlByD49KFGNmNU8GSH,rock,classic rock,0.452,0.8170000000000001,8.0,-7.7429999999999986,1.0,0.0593,0.000157,2.27e-05,0.221,0.412,126.04,328733.0,en
1vZEnDUseI4y5aAyTHwOdc,I Need Your Help,Deitrick Haddon,"Verse 1: In Your presence by myself, its You and me Lord and no one else, and I don't have to say a whole lot of things You already know I need Your help, my enemies want to see me fall, so they can say I told you so Mmmm, Lord I don't mean to bother You with my small problems, but there is no where else I can go Ooohhh,oooohhh,oooohhh,oooohhh,ooohhhh Hook: Lord, I need your help (x2) Verse 2: Lord at thy feet I fall, and Lord I surrender all, and if You can forgive me of my sins, I know that I can start all over again, hey Oohhh,oooohhh,ooohh,oooohhh You got it now sing it with me... Hook: Lord (Say I) I (I really do) need (yeah) Your help (I tried to do it on my own but I found out) Lord (I need) I (I need ya) need Your help Bridge: I traveled long on every side, there's no where to run or hide, won't You hear my humble cry (yeah!) Hook: Lord I need your help (x4)",18,1WBCOU7em7eF48hAk3i5FD,Revealed,2008-09-02,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.496,0.547,1.0,-6.332000000000002,1.0,0.0267,0.1,1.01e-05,0.146,0.219,139.994,291360.0,en
5scxjvcdozadBoRRN0UMaM,White Mercedes - EDX's Miami Sunset Remix,Charli XCX,"Don't say you love me 'cause I can't say it back Don't say you're sorry 'cause you've done nothing bad Swallow my feelings, but won't swallow my pride You know I've got a suit of armor on, you'll never see me cry I hate the silence (Ah-ah), that's why the music's always loud So many problems (Ah-ah), I try to drown 'em out 1000 bottles (Ah-ah), collecting souvenirs You know it's so hard to admit it But the only good inside of me is you I take all of these blue and yellow pills But nothing seems to last like you You're chasing after something that you'll never catch Woah Like a white Mercedes, always been running too fast When your heart is breaking, you keep on taking me back Hate myself, I really love you Hurting you feels like I'm hurting as well All I know is I don't deserve you You're so forgiving (Ah-ah), my friends think you're the best From the beginning (Ah-ah), your friends said it wouldn't last But this connection (Ah-ah), it's something they don't see You know it's so hard to admit it But the best damn part of me was always you I take all of these blue and yellow pills But nothing seems to last like you You're chasing after something that you'll never catch Woah Like a white Mercedes, always been running too fast When your heart is breaking, you keep on taking me back Hate myself, I really love you Hurting you feels like I'm hurting as well All I know is I don't deserve you I don't deserve you, I don't deserve your love One day I'll pull through and I'll be good enough I don't deserve you, I don't deserve your love Oh, your love, yeah I don't deserve you, I don't deserve your love One day I'll pull through and I'll be good enough I don't deserve you, I don't deserve your love Oh, your love Like a white Mercedes, always been running too fast When your heart is breaking, you keep on taking me back Hate myself, I really love you Hurting you feels like I'm hurting as well All I know is I don't deserve you All I know is I don't deserve you All I know is I don't deserve you All I know is I don't deserve you Don't say you love me 'cause I can't say it back Don't say you're sorry 'cause you've done nothing bad Swallow my feelings, but won't swallow my pride You know I've got a suit of armor on, you'll never see me cry I hate the silence (Ah-ah), that's why the music's always loud So many problems (Ah-ah), I try to drown 'em out 1000 bottles (Ah-ah), collecting souvenirs You know it's so hard to admit it But the only good inside of me is you I take all of these blue and yellow pills But nothing seems to last like you You're chasing after something that you'll never catch Woah Like a white Mercedes, always been running too fast When your heart is breaking, you keep on taking me back Hate myself, I really love you Hurting you feels like I'm hurting as well All I know is I don't deserve you You're so forgiving (Ah-ah), my friends think you're the best From the beginning (Ah-ah), your friends said it wouldn't last But this connection (Ah-ah), it's something they don't see You know it's so hard to admit it But the best damn part of me was always you I take all of these blue and yellow pills But nothing seems to last like you You're chasing after something that you'll never catch Woah Like a white Mercedes, always been running too fast When your heart is breaking, you keep on taking me back Hate myself, I really love you Hurting you feels like I'm hurting as well All I know is I don't deserve you I don't deserve you, I don't deserve your love One day I'll pull through and I'll be good enough I don't deserve you, I don't deserve your love Oh, your love, yeah I don't deserve you, I don't deserve your love One day I'll pull through and I'll be good enough I don't deserve you, I don't deserve your love Oh, your love Like a white Mercedes, always been running too fast When your heart is breaking, you keep on taking me back Hate myself, I really love you Hurting you feels like I'm hurting as well All I know is I don't deserve you All I know is I don't deserve you All I know is I don't deserve you All I know is I don't deserve you",56,37vNU8L52IJZuO7e9hqBd9,White Mercedes (EDX's Miami Sunset Remix),2019-10-25,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.846,0.773,5.0,-3.503,1.0,0.0473,0.0141,2.23e-05,0.204,0.586,124.008,200444.0,en
4eucKRPayKSzwxaOOGfhye,Overexposed,Matt and Kim,"Middle seat, twelve-hour All-night drive, pins and needles They break, actions make More of a mess Than words can make Like a picture, I was overexposed Believe me, I saw it with my eyes closed Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh A waxed ledge, darkened from Dirt and grinds, break all your Bones before they're grown You'll never pay off All of your loans Like a picture, I was overexposed Believe me, I saw it with my eyes closed Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Let's wake the world And sing them back to sleep But people don't listen So we'll scream and shout As if these words are cheap Like a picture, I was overexposed Believe me, I saw it with my eyes closed Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh",32,2MbpbHn31Luzr8G3uDsSUH,Lightning,2012-10-02,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.619,0.835,0.0,-6.192,1.0,0.04,0.00101,1.08e-06,0.318,0.37,100.5,166467.0,en
1SN1vSPsr4V4tIUTR3s8YW,Fast Car,Jonas Blue,"Oh, woah, oh Oh, oh You got a fast car I want a ticket to anywhere Maybe we will make a deal Maybe together we can get somewhere Any place is better Starting from zero, got nothing to lose Maybe we'll make something Me, myself, I got nothing to prove You got a fast car And I got a plan to get us out of here I've been working at a convenience store Managed to save just a little bit of money We won't have to drive too far Just across the border and into the city You and I can both get jobs And finally see what it means to be living You got a fast car Is it fast enough so we can fly away? We gotta make a decision We leave tonight or live and die this way So I remember we were driving, driving in your car The speed so fast, I felt like I was drunk City lights lay out before us And your arm felt nice wrapped 'round my shoulder And I, I had a feeling that I belonged And I, I had a feeling that I could be someone Had a feeling that I could be someone You see, my old man's got a problem He lives with the bottle, that's the way it is He says his body's too old for working I say, his body's too young to look like his My mama went off and left him She wanted more from life than he could give I said, somebody's got to take care of him So I quit school and that's what I did You got a fast car And we go cruising to entertain ourselves You still ain't got a job And I work in a market as a checkout girl I know things will get better You'll find work and I'll get promoted We'll move out of the shelter Buy a bigger house and live in the suburbs You got a fast car Is it fast enough so we can fly away? We gotta make a decision We leave tonight or live and die this way So I remember we were driving, driving in your car The speed so fast, I felt like I was drunk City lights lay out before us And your arm felt nice wrapped 'round my shoulder And I, I had a feeling that I belonged And I, I had a feeling that I could be someone Had a feeling that I could be someone Oh, woah, oh Oh, oh You got a fast car I want a ticket to anywhere Maybe we will make a deal Maybe together we can get somewhere Any place is better Starting from zero, got nothing to lose Maybe we'll make something Me, myself, I got nothing to prove You got a fast car And I got a plan to get us out of here I've been working at a convenience store Managed to save just a little bit of money We won't have to drive too far Just across the border and into the city You and I can both get jobs And finally see what it means to be living You got a fast car Is it fast enough so we can fly away? We gotta make a decision We leave tonight or live and die this way So I remember we were driving, driving in your car The speed so fast, I felt like I was drunk City lights lay out before us And your arm felt nice wrapped 'round my shoulder And I, I had a feeling that I belonged And I, I had a feeling that I could be someone Had a feeling that I could be someone You see, my old man's got a problem He lives with the bottle, that's the way it is He says his body's too old for working I say, his body's too young to look like his My mama went off and left him She wanted more from life than he could give I said, somebody's got to take care of him So I quit school and that's what I did You got a fast car And we go cruising to entertain ourselves You still ain't got a job And I work in a market as a checkout girl I know things will get better You'll find work and I'll get promoted We'll move out of the shelter Buy a bigger house and live in the suburbs You got a fast car Is it fast enough so we can fly away? We gotta make a decision We leave tonight or live and die this way So I remember we were driving, driving in your car The speed so fast, I felt like I was drunk City lights lay out before us And your arm felt nice wrapped 'round my shoulder And I, I had a feeling that I belonged And I, I had a feeling that I could be someone Had a feeling that I could be someone",74,2xZSrcBmvMw9Y8hac6xU7L,Blue,2018-11-09,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.672,0.578,9.0,-6.621,1.0,0.0569,0.469,0.0,0.312,0.5479999999999999,113.945,212424.0,en
1fQaoh3imrMunWVZh5kf90,Shepherd of Fire,Avenged Sevenfold,"Let's take a moment and break the ice So my intentions are known See I have pity in watching you suffer I know the feeling of being damned alone I've got a storybook of my own Don't you see I am your pride, agent of wealth, bearer of needs (And you know it's right) I am your war, arming the strong, aiding the weak Know me by name, Shepherd of Fire Well I can promise you paradise No need to serve on your knees And when you're lost in the darkest of hours Take a moment and tell me who you see Won't tell you who not to be Now you know I am your pride, agent of wealth, bearer of needs (And you know it's right) I am your war, arming the strong, aiding the weak Know me by name, Shepherd of Fire Disciple of the cross and champion in suffering Immerse yourself into the Kingdom of Redemption Pardon your mind from the chains of the divine Make way, the Shepherd of Fire Through the ages of time I've been known for my hate But I'm a dealer of simple choices For me its never too late I am your pride, agent of wealth, bearer of needs (And you know it's right) I am your war, arming the strong, aiding the weak I am your wrath, I am your guilt, I am your lust! (And you know it's right) I am your law, I am your scar, I am your trust Know me by name, Shepherd of Fire",68,0ks45m1bsP2JsZpM5D2FFA,Hail to the King,2013-08-23,New Hard Rock,64BvJcehegyvhqQtV82Ddz,rock,hard rock,0.5760000000000001,0.906,2.0,-7.677,1.0,0.0571,0.000332,0.0614,0.0908,0.211,127.935,323800.0,en
77a9893yxuz36cBUmBzA8E,Al Filo de Tu Amor,Carlos Vives,"NA No quisiste contestarme nada Ni siquiera hiciste una llamada Me borraste de tus listas en el chat Te confieso que perdí la calma Tu silencio me dolió en el alma Ya no sé cómo ni cuándo si no estás (Ya no sé cómo ni cuándo si no estás) No voy a molestarte nena Porque nada quiero para mí No has de saber mi amor que estoy así Enamorado Buscándote en todos lados Sin señas, sin un recado Abandonado, viviendo al filo de tu amor Enamorado Dispuesto y apasionado Buscando para el mercado Desempleado y pasando filo por tu amor Enamorado Escucha Nueva York que te estoy cantando La historia de un amor que llegó acabando Arrasando esto se fue llevando Como Colón conquistando Escucha el corazón que estamos bailando Tu cuerpo es un imán que me va jalando Como volando hacia tus caderas Como una tromba chupando Ya está llegando la noche En la tierra del olvido La tarde se está apagando Como un piso encendido Que no se acabe la fiesta Si estás bailando conmigo En la ciudad que no duerme Déjame dormir contigo Me perdonas si llego a estas horas Pero salgo tarde en la emisora Y pensé: ""¿qué tal si paso por allá?"" No voy a molestarte nena Porque nada quiero para mí No has de saber mi amor que estoy así Enamorado Buscándote en todos lados Sin señas, sin un recado Abandonado, viviendo al filo de tu amor Enamorado Dispuesto y apasionado Buscando para el mercado Desempleado y pasando filo por tu amor Enamorado Enamorado Buscándote en todos lados Sin señas, sin un recado Abandonado, viviendo al filo de tu amor Enamorado Dispuesto y apasionado Buscando para el mercado Desempleado y pasando filo por tu amor Enamorado Buscándote en todos lados Sin señas, sin un recado Abandonado, viviendo al filo de tu amor Enamorado Dispuesto y apasionado Buscando para el mercado Desempleado y pasando filo por tu amor Enamorado (Escucha Nueva York que te estoy cantando)",4,1NgX06Wg8smvvgw7JuELOZ,Al Filo de Tu Amor,2017-01-23,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.7120000000000001,0.901,1.0,-4.699,0.0,0.0595,0.051,0.0,0.162,0.845,97.98,214072.0,es
3UNuVVGosJLfLCsWHEhr5U,Sorry,Aquilo,"The note you wrote upon the shell The frozen air in Silverdale My heart was breaking by the shore And I couldn't give you anymore And I'm still shaken, and crawling back again And all my brothers and all my sisters are gone I'm sorry that I let you go, I'm sorry that I cared I'm sorry that the feeling shows and I just wasn't there I'm reminded of the fool I was I cut you off and fucked it up again I'm sorry that I let you go, I'm sorry that I cared This pillow case smells of you And time itself stops to prove And for a moment, nothing changed And everything stays the same And I'm still shaking and crawling back again And all my brothers and all my sisters are gone I'm sorry that I let you go, I'm sorry that I cared I'm sorry that the feeling shows and I just wasn't there I'm reminded of the fool I was I cut you off and fucked it up again I'm sorry that I let you go, I'm sorry that I cared I left the light on so you could see me in the dark But then it blinded us and left us who we are I'm sorry that I let you go, I'm sorry that I cared I'm sorry that the feeling shows and I just wasn't there I'm reminded of the fool I was I cut you off and fucked it up again I'm sorry that I let you go, I'm sorry that I cared",5,2qMa1frD0Fhn5Tsa9CbE5M,Sorry,2016-11-11,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.32,0.295,2.0,-11.263,1.0,0.052,0.691,0.0,0.129,0.171,177.4,255205.0,en
